Time,customers_service,source,Minutes
2025-05-17 17:31:30,0,GC_STRESS,0.0
2025-05-17 17:31:45,0,GC_STRESS,0.25
2025-05-17 17:32:00,0,GC_STRESS,0.5
2025-05-17 17:32:15,0,GC_STRESS,0.75
2025-05-17 17:32:30,0,GC_STRESS,1.0
2025-05-17 17:32:45,0,GC_STRESS,1.25
2025-05-17 17:33:00,0,GC_STRESS,1.5
2025-05-17 17:33:15,0,GC_STRESS,1.75
2025-05-17 17:33:30,0,GC_STRESS,2.0
2025-05-17 17:33:45,0,GC_STRESS,2.25
2025-05-17 17:34:00,0,GC_STRESS,2.5
2025-05-17 17:34:15,0,GC_STRESS,2.75
2025-05-17 17:34:30,0,GC_STRESS,3.0
2025-05-17 17:34:45,0,GC_STRESS,3.25
2025-05-17 17:35:00,0,GC_STRESS,3.5
2025-05-17 17:35:15,0,GC_STRESS,3.75
2025-05-17 17:35:30,0,GC_STRESS,4.0
2025-05-17 17:35:45,0,GC_STRESS,4.25
2025-05-17 17:36:00,0,GC_STRESS,4.5
2025-05-17 17:36:15,0,GC_STRESS,4.75
2025-05-17 18:21:45,0,GC_STRESS,50.25
2025-05-17 18:22:00,0,GC_STRESS,50.5
2025-05-17 18:22:15,0,GC_STRESS,50.75
2025-05-17 18:22:30,0,GC_STRESS,51.0
2025-05-17 18:22:45,0,GC_STRESS,51.25
2025-05-17 18:23:00,0,GC_STRESS,51.5
2025-05-17 18:23:15,0,GC_STRESS,51.75
2025-05-17 18:23:30,0,GC_STRESS,52.0
2025-05-17 18:23:45,0,GC_STRESS,52.25
2025-05-17 18:24:00,0,GC_STRESS,52.5
2025-05-17 18:24:15,0,GC_STRESS,52.75
2025-05-17 18:24:30,0,GC_STRESS,53.0
2025-05-17 18:24:45,0,GC_STRESS,53.25
2025-05-17 18:25:00,0,GC_STRESS,53.5
2025-05-17 18:25:15,0,GC_STRESS,53.75
2025-05-17 18:25:30,0,GC_STRESS,54.0
2025-05-17 18:25:45,0,GC_STRESS,54.25
2025-05-17 18:26:00,0,GC_STRESS,54.5
2025-05-17 18:26:15,0,GC_STRESS,54.75
2025-05-17 18:26:30,0,GC_STRESS,55.0
