Time,openeuler-home,openeuler-root,openeuler-swap,sda,source,Minutes
2025-05-17 16:59:45,0,811008,12288.0,0,oom,0.0
2025-05-17 17:00:00,0,811008,,811008,oom,0.25
2025-05-17 17:00:15,0,0,,811008,oom,0.5
2025-05-17 17:00:30,510,0,0.0,811008,oom,0.75
2025-05-17 17:00:45,510,0,0.0,811008,oom,1.0
2025-05-17 17:01:00,510,0,0.0,0,oom,1.25
2025-05-17 17:01:15,510,0,0.0,0,oom,1.5
2025-05-17 17:01:30,510,0,0.0,0,oom,1.75
2025-05-17 17:01:45,510,0,0.0,0,oom,2.0
2025-05-17 17:02:00,510,0,0.0,0,oom,2.25
2025-05-17 17:02:15,510,0,0.0,0,oom,2.5
2025-05-17 17:02:30,510,1834,0.0,0,oom,2.75
2025-05-17 17:02:45,510,1834,0.0,0,oom,3.0
2025-05-17 17:03:00,510,1834,0.0,0,oom,3.25
2025-05-17 17:03:15,510,1834,0.0,82,oom,3.5
2025-05-17 17:03:30,510,1834,0.0,82,oom,3.75
2025-05-17 17:03:45,510,1834,0.0,82,oom,4.0
2025-05-17 17:04:00,510,1834,0.0,82,oom,4.25
2025-05-17 17:04:15,510,1834,0.0,82,oom,4.5
2025-05-17 17:04:30,510,1834,0.0,82,oom,4.75
2025-05-17 17:04:45,510,1834,0.0,82,oom,5.0
2025-05-17 17:05:00,510,1834,0.0,82,oom,5.25
2025-05-17 17:05:15,510,1834,0.0,82,oom,5.5
2025-05-17 17:05:30,510,1834,0.0,82,oom,5.75
2025-05-17 17:05:45,510,1834,0.0,82,oom,6.0
2025-05-17 17:06:00,510,1834,0.0,82,oom,6.25
2025-05-17 17:06:15,510,1834,0.0,82,oom,6.5
2025-05-17 17:06:30,510,1834,0.0,82,oom,6.75
2025-05-17 17:06:45,510,1834,0.0,82,oom,7.0
2025-05-17 17:07:00,510,1834,0.0,82,oom,7.25
2025-05-17 17:07:15,510,1834,0.0,82,oom,7.5
2025-05-17 17:07:30,510,1834,0.0,82,oom,7.75
2025-05-17 17:07:45,510,1834,0.0,82,oom,8.0
2025-05-17 17:08:00,510,1834,0.0,82,oom,8.25
2025-05-17 17:08:15,510,1834,0.0,82,oom,8.5
2025-05-17 17:08:30,510,1834,0.0,82,oom,8.75
2025-05-17 17:08:45,510,1834,0.0,82,oom,9.0
2025-05-17 17:09:00,510,1834,0.0,82,oom,9.25
2025-05-17 17:09:15,510,1834,0.0,82,oom,9.5
2025-05-17 17:09:30,510,1834,0.0,82,oom,9.75
2025-05-17 17:09:45,510,1834,0.0,82,oom,10.0
2025-05-17 17:10:00,510,1834,0.0,82,oom,10.25
2025-05-17 17:10:15,510,1834,0.0,82,oom,10.5
2025-05-17 17:10:30,510,1834,0.0,82,oom,10.75
2025-05-17 17:10:45,510,1834,0.0,82,oom,11.0
2025-05-17 17:11:00,510,1834,0.0,82,oom,11.25
2025-05-17 17:11:15,510,1834,0.0,82,oom,11.5
2025-05-17 17:11:30,510,1834,0.0,82,oom,11.75
2025-05-17 17:11:45,510,1834,0.0,82,oom,12.0
2025-05-17 17:12:00,510,1834,0.0,82,oom,12.25
2025-05-17 17:12:15,510,1834,0.0,82,oom,12.5
2025-05-17 17:12:30,510,1834,0.0,82,oom,12.75
2025-05-17 17:12:45,510,1834,0.0,82,oom,13.0
2025-05-17 17:13:00,510,1834,0.0,82,oom,13.25
2025-05-17 17:13:15,510,1834,0.0,82,oom,13.5
2025-05-17 17:13:30,510,1834,0.0,82,oom,13.75
2025-05-17 17:13:45,510,1834,0.0,82,oom,14.0
2025-05-17 17:14:00,510,1834,0.0,82,oom,14.25
2025-05-17 17:14:15,510,1834,0.0,82,oom,14.5
2025-05-17 17:14:30,510,1834,0.0,82,oom,14.75
2025-05-17 17:14:45,510,1834,0.0,82,oom,15.0
